id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;instructionsUndersto;randomQuestions[Q1];randomQuestions[Q2];randomQuestions[Q3];randomQuestions[Q4];randomQuestions[Q5];randomQuestions[Q6];randomQuestions[Q7];randomQuestions[Q8];randomQuestions[Q9];randomQuestions[Q10];randomQuestions[Q11];randomQuestions[Q12];randomQuestions[Q13];randomQuestions[Q14];randomQuestions[Q15];randomQuestions[Q16];randomQuestions[Q17];randomQuestions[Q18];randomQuestions[Q19];randomQuestions[Q20];QDD1;assignNumbers;QDD2;QDD3;AllQuestionsS1[F1];AllQuestionsS1[F11];AllQuestionsS1[F12];AllQuestionsS1[F2];AllQuestionsS1[F21];AllQuestionsS1[F22];AllQuestionsS1[F23];AllQuestionsS1[F24];AllQuestionsS1[F3];AllQuestionsS1[F31];AllQuestionsS1[F32];AllQuestionsS1[F41];AllQuestionsS1[F42];AllQuestionsS1[N1];AllQuestionsS1[N2];AllQuestionsS1[N3];AllQuestionsS1[N4];AllQuestionsS2[F1];AllQuestionsS2[F11];AllQuestionsS2[F12];AllQuestionsS2[F2];AllQuestionsS2[F21];AllQuestionsS2[F22];AllQuestionsS2[F23];AllQuestionsS2[F24];AllQuestionsS2[F3];AllQuestionsS2[F31];AllQuestionsS2[F32];AllQuestionsS2[F41];AllQuestionsS2[F42];AllQuestionsS2[N1];AllQuestionsS2[N2];AllQuestionsS2[N3];AllQuestionsS2[N4];AllQuestionsS3[F1];AllQuestionsS3[F11];AllQuestionsS3[F12];AllQuestionsS3[F2];AllQuestionsS3[F21];AllQuestionsS3[F22];AllQuestionsS3[F23];AllQuestionsS3[F24];AllQuestionsS3[F3];AllQuestionsS3[F31];AllQuestionsS3[F32];AllQuestionsS3[F41];AllQuestionsS3[F42];AllQuestionsS3[N1];AllQuestionsS3[N2];AllQuestionsS3[N3];AllQuestionsS3[N4];AllQuestionsS4[F1];AllQuestionsS4[F11];AllQuestionsS4[F12];AllQuestionsS4[F2];AllQuestionsS4[F21];AllQuestionsS4[F22];AllQuestionsS4[F23];AllQuestionsS4[F24];AllQuestionsS4[F3];AllQuestionsS4[F31];AllQuestionsS4[F32];AllQuestionsS4[F41];AllQuestionsS4[F42];AllQuestionsS4[N1];AllQuestionsS4[N2];AllQuestionsS4[N3];AllQuestionsS4[N4];herdSize[decr];herdSize[main];herdSize[incr];statusQuo;QAttentionCheck[env];QAttentionCheck[market];QAttentionCheck[tax];QAttentionCheck[health];interviewtime;groupTime617;instructionsUnderstoTime;ProlificIDTime;randomQuestionsTime;groupTime615;QDD1Time;assignNumbersTime;groupTime618;QDD2Time;groupTime619;QDD3Time;groupTime621;AllQuestionsS1Time;groupTime620;AllQuestionsS2Time;groupTime622;AllQuestionsS3Time;groupTime616;AllQuestionsS4Time;groupTime624;herdSizeTime;statusQuoTime;groupTime623;QAttentionCheckTime
553;24/01/2025 11:31;10;en;1674184336;24/01/2025 11:23;24/01/2025 11:31;Y;3;4;1;3;3;3;2;2;1;2;4;1;3;4;2;1;4;2;4;2;read;3  4  1  3  3  3  2  2  1  2  4  1  3  4  2  1  4  2  4  2;read;read;;;AO05;;;;;;AO05;;;;;;AO03;;;;;;;;;AO02;AO05;;AO05;;;;AO02;;;AO03;AO05;;;AO04;AO04;AO04;;;;;;AO03;;;;;;;AO05;;;;;;;;;AO05;;AO03;;;AO02;;AO01;AO03;AO04;AO04;Y;;;Y;469.62;16.97;;;;100.69;;;98.08;;68.69;;34.35;;39.19;;39.48;;27.39;;30.14;;;14.64;
554;24/01/2025 11:44;10;en;498758979;24/01/2025 11:23;24/01/2025 11:44;Y;3;2;4;1;2;3;4;2;3;4;4;4;4;1;2;4;4;3;2;1;read;3  2  4  1  2  3  4  2  3  4  4  4  4  1  2  4  4  3  2  1;read;read;;;;AO01;;;;;;;;;AO01;;;;;;AO04;;;AO05;;;AO05;;;;;;AO02;;;;AO03;;;;;AO05;;;AO05;;;;;;;;AO04;;;AO04;;;;AO01;;;AO05;AO05;AO03;;;AO03;AO05;;AO01;AO03;AO04;AO05;Y;Y;;Y;1259.39;25.82;;;;263.55;;;631.11;;144.17;;25.17;;30.27;;37.77;;61.23;;26.39;;;13.91;
555;24/01/2025 11:33;10;en;1505612638;24/01/2025 11:23;24/01/2025 11:33;Y;2;1;1;2;1;4;1;1;2;3;1;3;4;2;4;4;3;1;2;2;read;2  1  1  2  1  4  1  1  2  3  1  3  4  2  4  4  3  1  2  2;read;;;AO05;AO03;;AO04;;AO03;AO04;;;AO05;;;;;;AO01;AO05;;;AO05;;;;;AO05;;;;AO02;;;;;;;;;;;;;;AO05;;;;;;AO01;;;;;;;AO04;;;;;;AO03;;AO01;AO01;;;AO02;AO04;AO04;AO04;Y;;;Y;618.5;26.08;;;;109.46;;;124.38;;57.93;;46.15;;30.12;;12.73;;104.35;;83.47;;;23.83;
556;24/01/2025 11:30;10;en;519382256;24/01/2025 11:23;24/01/2025 11:30;Y;2;4;3;2;4;2;2;4;3;3;1;4;1;1;4;1;3;4;3;2;read;2  4  3  2  4  2  2  4  3  3  1  4  1  1  4  1  3  4  3  2;read;read;;;;;;;;;;;AO05;AO05;AO04;;AO04;;;AO02;;;AO01;;AO05;AO04;;;;;;;;;;;;;AO05;;;;;;AO01;AO05;;;;;;AO02;;;AO05;;;AO02;;;AO05;;;;;;AO04;;;AO05;AO04;AO02;AO02;AO01;Y;;;Y;414.05;15.27;;;;74.08;;;80.47;;55.8;;26.23;;34.92;;46.05;;30.05;;35.1;;;16.08;
557;24/01/2025 11:32;10;en;1891246495;24/01/2025 11:23;24/01/2025 11:32;Y;1;4;2;1;3;2;2;3;4;3;1;1;3;4;1;3;4;1;1;2;read;1  4  2  1  3  2  2  3  4  3  1  1  3  4  1  3  4  1  1  2;read;read;AO05;;;AO02;;;;;;;AO05;;;AO02;;;AO01;;;AO05;;;AO05;AO01;;;;;;;;;;;;;;;AO04;;;AO04;;AO02;;AO01;;;AO03;;;;AO04;;;;;;;AO03;;;;AO01;;;AO04;;AO01;AO03;AO04;AO02;Y;;;Y;527.02;14.48;;;;100.02;;;97.93;;78.24;;32.98;;35.49;;52.62;;57.67;;36.08;;;21.51;
558;24/01/2025 11:32;10;en;936203402;24/01/2025 11:24;24/01/2025 11:32;Y;2;4;2;2;1;1;4;1;2;1;4;1;2;1;4;4;3;4;3;4;read;2  4  2  2  1  1  4  1  2  1  4  1  2  1  4  4  3  4  3  4;read;read;;;;;AO05;AO05;;AO05;;AO05;;;AO02;;;;;AO05;;AO05;AO05;;;;;AO04;;;AO01;;;;;;;;;;;;;;;;;;;;;AO01;;;AO05;;;;;AO02;;;;AO05;;;AO01;AO01;;AO01;AO01;AO05;AO05;AO03;Y;Y;;Y;453.65;18.1;;;;86.57;;;89.2;;67.11;;45.55;;27.76;;13.26;;64.3;;29.37;;;12.43;
559;24/01/2025 11:29;10;en;1911248234;24/01/2025 11:25;24/01/2025 11:29;Y;1;2;2;2;1;2;2;4;3;2;4;2;3;2;4;3;1;1;4;2;read;1  2  2  2  1  2  2  4  3  2  4  2  3  2  4  3  1  1  4  2;read;read;AO03;;;;AO04;;;;;;;;;;;AO02;AO04;;AO03;AO03;AO02;;AO02;AO02;;;AO03;;;AO04;;;;;;;;;;;;;AO03;;;AO03;;;AO03;;;;;;;;;;AO02;;;AO04;;;AO04;;;;AO04;AO03;AO02;AO03;Y;Y;;Y;236.93;11.94;;;;50.97;;;40.31;;22.9;;16.75;;30.24;;16.52;;16.33;;21.72;;;9.25;
560;24/01/2025 11:35;10;en;460537901;24/01/2025 11:25;24/01/2025 11:35;Y;4;4;2;1;1;4;4;4;2;2;1;1;2;1;3;2;1;1;1;4;read;4  4  2  1  1  4  4  4  2  2  1  1  2  1  3  2  1  1  1  4;read;read;;;;AO05;AO05;;;;;;AO05;;AO04;;;AO02;AO03;;;AO04;;;;;;AO05;AO05;;AO05;;;AO03;;;;;;;;;;;;;;;;AO03;;;;AO04;AO04;;;;AO04;AO05;AO04;;;;;;;;;;AO02;AO05;AO04;AO04;Y;;;Y;570.64;26.87;;;;107.32;;;69.36;;111.66;;80.5;;40.64;;16.88;;61.39;;37.38;;;18.64;
561;24/01/2025 11:29;10;en;681314989;24/01/2025 11:25;24/01/2025 11:29;Y;1;1;2;3;4;4;2;3;1;2;1;3;1;1;4;4;4;4;3;2;read;1  1  2  3  4  4  2  3  1  2  1  3  1  1  4  4  4  4  3  2;read;read;AO05;AO05;;;;;;;AO05;;AO05;AO05;AO03;;;;;;;AO05;;;;AO05;;;AO05;;;;;;;;;;;AO01;;;;AO04;;;;;;;;;;;;;;AO03;AO05;;;;;;;;AO05;AO01;AO05;AO05;AO02;AO03;AO01;AO05;Y;Y;;Y;211.84;9.28;;;;39.17;;;28.38;;29.41;;22.6;;11.3;;14.67;;28.04;;19.04;;;9.95;
562;24/01/2025 11:33;10;en;731060023;24/01/2025 11:25;24/01/2025 11:33;Y;4;2;2;2;4;3;3;3;1;1;1;3;3;4;4;4;3;4;3;2;read;4  2  2  2  4  3  3  3  1  1  1  3  3  4  4  4  3  4  3  2;read;read;;;;;;;;;AO03;AO05;AO05;;;;;;;;AO05;AO05;AO05;;;;;;;;;;;;;;;;;;;AO05;AO02;AO05;;;;AO05;;;;AO01;;AO05;;;;AO05;;;;;;;;AO05;AO02;AO01;;AO05;AO02;AO03;AO04;AO05;Y;;;Y;471.81;19.26;;;;118.87;;;82.05;;69.63;;16.74;;26.37;;36.41;;46.6;;36.69;;;19.19;
563;24/01/2025 11:34;10;en;518737316;24/01/2025 11:26;24/01/2025 11:34;Y;3;4;2;4;2;3;3;3;2;2;4;3;2;3;2;2;2;3;2;2;read;3  4  2  4  2  3  3  3  2  2  4  3  2  3  2  2  2  3  2  2;read;read;;;;;;;;;;;;;;;;;;;;AO05;;AO04;;;;AO05;AO05;;AO05;;AO01;AO01;AO01;;AO05;;;;;AO02;AO02;AO05;;;;;AO04;;;;AO01;;AO05;;AO05;;;;;;;AO05;;;;;;;AO01;AO05;AO02;AO05;Y;Y;;Y;505.28;22.29;;;;110.96;;;102.27;;68.73;;8.14;;63.45;;44.28;;27.79;;38.19;;;19.18;
564;24/01/2025 11:31;10;en;97031201;24/01/2025 11:26;24/01/2025 11:31;Y;2;3;2;3;4;1;2;2;3;4;1;1;3;2;1;2;1;2;2;3;read;2  3  2  3  4  1  2  2  3  4  1  1  3  2  1  2  1  2  2  3;read;read;;;;;;AO02;;;;;AO04;;;AO02;;AO03;;AO03;;AO05;;;;AO04;AO04;;;;;AO02;;AO03;;AO04;;AO03;;AO02;;;;;AO05;;;AO03;;;;;;;;;;AO04;;;;;AO04;;;;;;;;AO02;AO04;AO03;AO04;Y;Y;;Y;303.23;17.25;;;;42.25;;;80.36;;24;;18.31;;34.69;;19.08;;17.66;;25.92;;;23.71;
565;24/01/2025 11:35;10;en;1025654227;24/01/2025 11:26;24/01/2025 11:35;Y;3;4;3;3;1;1;1;3;1;3;1;2;3;3;3;4;3;4;2;2;read;3  4  3  3  1  1  1  3  1  3  1  2  3  3  3  4  3  4  2  2;read;read;;;;;AO03;AO04;AO01;;AO04;;AO05;;;;;;;;;;;;;;;;;;;;;;;;AO03;;AO03;AO01;;;;AO04;;AO02;;AO01;AO01;AO04;;AO01;;;AO05;;;;;;;;;;;;;AO01;;AO03;AO01;AO03;AO01;AO04;Y;;;Y;571.92;15.9;;;;128.43;;;105.66;;100.68;;56.85;;7.24;;78.02;;36.68;;30.08;;;12.38;
566;24/01/2025 11:38;10;en;1685248257;24/01/2025 11:26;24/01/2025 11:38;Y;2;3;1;4;4;4;4;3;1;4;3;1;2;3;3;1;4;1;4;2;read;2  3  1  4  4  4  4  3  1  4  3  1  2  3  3  1  4  1  4  2;read;read;;;AO04;;;;;;AO04;;;;;;AO03;;AO02;AO05;;;;;;;;;;;AO04;;;;;;;AO04;;;;;;AO04;;;AO04;;AO03;AO02;;;;;;;AO04;AO04;AO04;AO04;;;AO04;;;;;;AO03;;AO03;AO02;AO03;AO03;Y;Y;;Y;735.48;24.26;;;;135.77;;;141.37;;138.34;;31.98;;30.56;;35.04;;55.27;;117.42;;;25.47;
567;24/01/2025 11:34;10;en;601466900;24/01/2025 11:26;24/01/2025 11:34;Y;3;4;3;3;2;1;1;2;1;1;2;4;2;2;3;3;2;4;1;1;read;3  4  3  3  2  1  1  2  1  1  2  4  2  2  3  3  2  4  1  1;read;read;;;;;;AO02;AO03;;AO04;AO04;;;;;;;;;;;;AO04;;;AO05;;;AO04;AO04;AO02;;;AO03;;AO03;;AO03;AO02;;;;;;;;;;AO02;AO03;;;;AO03;;;;;;;;;;;;;;;AO03;AO04;AO03;AO02;AO03;Y;;;;454.34;30.94;;;;100.42;;;72.48;;72.18;;34.62;;43.93;;31.27;;11.61;;31.04;;;25.85;
572;24/01/2025 11:42;10;en;1095509129;24/01/2025 11:27;24/01/2025 11:42;Y;4;2;4;4;3;3;1;1;3;2;3;2;2;2;4;3;3;3;3;4;read;4  2  4  4  3  3  1  1  3  2  3  2  2  2  4  3  3  3  3  4;read;read;;;;;;;AO03;AO05;;;;;;;;;;;AO05;;;;;;;;AO04;;AO04;AO04;;;;;;;;;AO04;AO04;;;AO05;;AO05;;;;AO01;AO02;AO03;AO05;;AO05;AO01;;;;;;;;;;AO03;;;;AO01;AO04;AO02;AO03;Y;Y;;Y;898.58;38.19;;;;144.75;;;232.52;;168.39;;20.29;;43.45;;67.41;;115.51;;47.39;;;20.68;
573;24/01/2025 11:36;10;en;291326471;24/01/2025 11:27;24/01/2025 11:36;Y;1;4;3;3;1;4;4;4;2;3;4;1;2;2;1;2;2;4;4;2;read;1  4  3  3  1  4  4  4  2  3  4  1  2  2  1  2  2  4  4  2;read;read;AO03;;;;AO05;;;;;;;;;AO03;;;;;;;;;;;;AO03;;;AO04;AO01;;AO01;AO01;;;;AO03;AO02;;;;;;AO05;;;;;;;;;AO04;;;;AO01;AO02;AO05;;;AO04;;;;;;AO05;AO01;AO04;AO05;AO02;Y;Y;;;523.6;25.92;;;;116.59;;;77.17;;85.64;;16.94;;33.68;;34.08;;43.73;;64.61;;;25.24;
574;24/01/2025 11:36;10;en;154085068;24/01/2025 11:27;24/01/2025 11:36;Y;4;4;1;4;4;3;4;4;3;1;3;3;1;1;2;3;3;3;2;2;read;4  4  1  4  4  3  4  4  3  1  3  3  1  1  2  3  3  3  2  2;read;read;;;AO04;;;;;;;AO05;;AO04;AO03;;;;;;;;;;;;;;;;;;AO02;;;;;;;;;AO05;;;AO04;;AO04;;;;AO02;AO02;AO02;AO03;AO03;;AO04;AO04;;AO04;AO05;;;;;;;;;;AO02;AO04;AO03;AO05;Y;;;;555.33;6.96;;;;305.88;;;91.86;;39.73;;21.34;;7.35;;29.2;;27.31;;15.1;;;10.6;
575;24/01/2025 11:34;10;en;198125001;24/01/2025 11:27;24/01/2025 11:34;Y;2;1;4;3;2;4;4;1;1;2;2;2;4;3;2;3;4;2;1;3;read;2  1  4  3  2  4  4  1  1  2  2  2  4  3  2  3  4  2  1  3;read;read;;AO04;;;;;;AO04;AO04;;;;;;;;;AO04;;;;AO04;;;;;AO03;AO05;;;AO03;;;AO05;;;;AO04;;;;;;;;;AO04;;AO02;;;;;AO04;;;AO04;AO03;;;;;AO04;;;;AO03;;AO01;AO04;AO04;AO04;Y;;;Y;395;10.23;;;;48.11;;;57;;27.9;;98.11;;32.72;;16.3;;31.44;;61.28;;;11.91;
576;24/01/2025 11:32;10;en;60834390;24/01/2025 11:27;24/01/2025 11:32;Y;4;3;4;2;2;1;2;2;4;4;3;4;3;4;2;1;4;1;1;4;read;4  3  4  2  2  1  2  2  4  4  3  4  3  4  2  1  4  1  1  4;read;read;;;;;;AO03;;;;;;;;;AO02;;AO03;;;;AO05;AO04;;AO02;AO05;;;;;;AO04;;;;;AO04;;;;;;;;;AO05;AO03;;;;;;AO03;;AO04;;;;;;AO05;AO04;;;AO03;;;AO03;;AO02;AO04;AO03;AO02;Y;Y;;Y;304.73;11.74;;;;64.51;;;46.75;;38.39;;17.67;;32.82;;15.27;;37.89;;18.28;;;21.41;
577;24/01/2025 11:32;10;en;806426787;24/01/2025 11:27;24/01/2025 11:32;Y;4;2;3;1;4;1;3;3;3;2;1;4;3;1;2;3;3;2;2;3;read;4  2  3  1  4  1  3  3  3  2  1  4  3  1  2  3  3  2  2  3;read;read;;;;AO02;;AO05;;;;;AO05;;AO01;;;;;;AO04;;;;;;;;AO01;;;;AO01;;;AO01;;;AO05;;;;AO04;AO03;AO05;;;AO03;;;AO01;AO04;;AO05;;;;AO05;;;;;;;;;;;;;AO01;AO03;AO03;AO04;Y;;;Y;262.17;13.94;;;;27.87;;;25.6;;22.3;;28.08;;30.03;;61.37;;6.48;;28.31;;;18.19;
578;24/01/2025 11:35;10;en;1254055293;24/01/2025 11:27;24/01/2025 11:35;Y;3;1;3;3;4;2;4;3;1;2;2;3;4;2;4;4;2;4;2;2;read;3  1  3  3  4  2  4  3  1  2  2  3  4  2  4  4  2  4  2  2;read;read;;AO04;;;;;;;AO05;;;;;;;;;;;;;;AO02;;;;AO05;AO05;;AO03;;;AO02;;AO04;;AO05;AO03;;;;AO04;;;;;;;;;;;;;;AO02;;AO02;;;;;AO03;;AO03;AO02;;AO02;AO02;AO02;AO04;AO05;Y;Y;;Y;328.82;14.76;;;;60.11;;;77.36;;56.04;;9.48;;23.13;;17.22;;38.11;;16.5;;;16.11;
579;24/01/2025 11:37;10;en;730761271;24/01/2025 11:27;24/01/2025 11:37;Y;3;1;2;3;1;2;2;2;1;4;1;1;3;2;1;3;3;3;1;1;read;3  1  2  3  1  2  2  2  1  4  1  1  3  2  1  3  3  3  1  1;read;read;;AO05;;;AO04;;;;AO05;;AO05;;;AO04;;;;;;AO05;;;AO04;AO04;AO05;;;;;AO03;;;;;AO04;;;AO04;;;;;;;;AO04;;;AO03;AO02;AO03;;;;;;;;;;AO04;;;;;;;;AO01;AO04;AO03;AO05;Y;;;Y;564.86;141.17;;;;109.29;;;112.02;;93.61;;21.79;;21.55;;26.54;;8.31;;17.27;;;13.31;
580;24/01/2025 11:40;10;en;19062405;24/01/2025 11:28;24/01/2025 11:40;Y;3;4;4;1;4;2;1;4;4;3;3;1;4;1;2;3;1;3;3;2;read;3  4  4  1  4  2  1  4  4  3  3  1  4  1  2  3  1  3  3  2;read;read;;;;AO01;;;AO03;;;;;;AO01;;;AO01;;;;;;;AO05;;;;;;;;AO01;;;;AO05;;;;;;;;;AO05;AO05;;;;AO01;;AO01;;AO05;AO05;;AO05;;;AO05;AO05;;;AO03;;;;;;AO01;AO01;AO01;AO04;Y;;;Y;722.69;27.14;;;;141.04;;;157.4;;136.41;;69.84;;24.78;;60.35;;38.97;;47.77;;;18.99;
581;24/01/2025 11:33;10;en;1549847473;24/01/2025 11:28;24/01/2025 11:33;Y;2;1;3;3;2;4;3;3;3;4;4;3;3;4;3;4;2;2;1;3;read;2  1  3  3  2  4  3  3  3  4  4  3  3  4  3  4  2  2  1  3;read;read;;AO04;;;;;;;;;;;;;;;;AO03;;;;AO03;;;;;;;;;;;AO01;AO04;;;AO05;AO04;;;AO02;AO04;AO05;;;AO04;;AO02;;;;;;;;;AO04;;;;AO04;AO05;;AO01;;AO03;;;AO02;AO04;AO03;AO04;Y;Y;;Y;303.71;11.58;;;;63.97;;;46.83;;44.84;;4.87;;17.42;;74.2;;17.03;;12.68;;;10.29;
582;24/01/2025 11:35;10;en;1539282901;24/01/2025 11:28;24/01/2025 11:35;Y;1;3;3;2;2;4;2;2;2;2;3;1;3;1;3;4;3;4;1;4;read;1  3  3  2  2  4  2  2  2  2  3  1  3  1  3  4  3  4  1  4;read;read;AO04;;;;;;;;;;;;AO03;;;;;;;;AO03;AO04;;AO03;AO04;AO04;AO04;;;;;;;;;AO04;AO04;;;;;;;;AO04;AO04;;AO03;;AO03;;;;;;;AO02;;;;;;;;;AO02;;AO02;AO02;AO03;AO02;AO04;Y;;;Y;411.8;15.16;;;;93.95;;;120.51;;56.3;;12.33;;26.57;;26.88;;20.46;;25.08;;;14.56;
586;24/01/2025 11:37;10;en;1475669259;24/01/2025 11:29;24/01/2025 11:37;Y;1;1;1;1;3;1;2;1;1;3;1;2;1;4;4;1;2;4;3;2;read;1  1  1  1  3  1  2  1  1  3  1  2  1  4  4  1  2  4  3  2;read;read;AO04;AO03;AO03;AO03;;AO01;;AO04;AO02;;AO04;AO03;;;AO02;;;;;;;;;AO03;;;;;;;;;AO03;;;;;;AO02;;;;;AO04;;;;;;;;;;;;;;;;;;;;AO01;AO04;;;AO04;AO04;AO03;AO02;AO02;Y;;;;471.63;23.15;;;;117.99;;;12.85;;66.57;;77.44;;24.3;;17.26;;39.31;;43.13;;;49.63;
587;24/01/2025 11:33;10;en;714297486;24/01/2025 11:29;24/01/2025 11:33;Y;1;4;1;1;3;2;4;4;1;1;1;1;4;1;4;1;2;1;1;4;read;1  4  1  1  3  2  4  4  1  1  1  1  4  1  4  1  2  1  1  4;read;read;AO03;;AO02;AO03;;;;;AO04;AO03;AO04;;AO02;;AO03;;AO04;;;;;;AO02;;;;;;;;;;AO04;;;;;;AO03;;;;;;;;;;;;;;AO02;;;;;AO03;AO04;;;;AO02;;AO02;;;;AO04;AO02;AO03;AO03;Y;Y;;Y;257.13;25.62;;;;27.96;;;42.99;;17.61;;43.78;;12.12;;11.7;;29.34;;20.05;;;25.96;
588;24/01/2025 11:45;10;en;68397745;24/01/2025 11:29;24/01/2025 11:45;Y;4;3;4;3;2;2;2;1;3;4;2;1;1;1;4;3;4;4;1;1;read;4  3  4  3  2  2  2  1  3  4  2  1  1  1  4  3  4  4  1  1;read;read;;;;;;;;AO05;;;;AO04;AO04;;;;;;;;;AO04;AO04;AO05;;;;AO05;;;;;;;;AO05;;AO04;;;;;AO05;;;;;;AO02;;;AO04;;AO05;;;;;;;AO05;;;;AO04;;AO01;AO03;AO02;AO04;AO01;AO02;Y;;;Y;974.96;12.55;;;;65.41;;;124.49;;52.47;;63.36;;285;;132.46;;88.66;;120.01;;;30.55;
589;24/01/2025 11:43;10;en;897430196;24/01/2025 11:30;24/01/2025 11:43;Y;1;1;3;2;3;3;3;2;1;1;2;2;4;2;2;1;4;4;3;2;read;1  1  3  2  3  3  3  2  1  1  2  2  4  2  2  1  4  4  3  2;read;;AO04;AO05;;;;;;;AO04;AO04;;;;;AO04;;;;;;AO03;;;;AO04;;;AO05;;AO04;AO04;;;;;;AO04;;AO05;AO04;AO04;;;;;;;;;;;;;;;;;;;;;;AO04;;;;AO03;AO03;AO03;AO03;AO03;AO04;Y;;;Y;707.97;29.76;;;;135.37;;;145.5;;132.26;;62.93;;56.37;;32.89;;44.71;;38.34;;;29.84;
590;24/01/2025 11:36;10;en;558453507;24/01/2025 11:30;24/01/2025 11:36;Y;1;2;2;2;2;4;1;1;3;4;1;4;4;4;2;4;4;2;4;1;read;1  2  2  2  2  4  1  1  3  4  1  4  4  4  2  4  4  2  4  1;;read;AO03;;;;;;AO04;AO05;;;AO05;;;;;;;;AO05;AO04;AO02;AO03;;;;;;;;;AO03;;;AO01;;;;;;;;;AO05;;;;;;;;;;;;;;AO03;;;;AO05;;AO04;AO01;;AO01;AO01;;AO01;AO02;AO04;AO01;Y;Y;;Y;362.42;22.14;;;;101.28;;;1;;77.03;;29.86;;28.28;;13.03;;43.21;;30.69;;;15.9;
591;24/01/2025 11:52;10;en;402300283;24/01/2025 11:31;24/01/2025 11:52;Y;3;4;2;4;3;3;3;4;1;2;3;3;2;4;1;1;3;1;1;3;read;3  4  2  4  3  3  3  4  1  2  3  3  2  4  1  1  3  1  1  3;read;read;;;;;;;;;AO05;;;;;AO02;AO02;;AO01;;;AO04;;;;;;;AO05;;AO04;;;;;;AO04;;;;AO04;AO04;AO02;;;;AO05;;;;;AO01;;;AO05;;AO04;;;;AO04;;;;;AO04;;;;;AO01;AO04;AO02;AO04;Y;;;Y;1267.15;20.3;;;;246.81;;;56.09;;47.8;;342.37;;32.05;;265.79;;88;;147.78;;;20.16;
592;24/01/2025 11:39;10;en;1654289693;24/01/2025 11:31;24/01/2025 11:39;Y;4;2;3;1;2;2;3;4;1;1;4;2;2;1;3;4;4;2;4;1;read;4  2  3  1  2  2  3  4  1  1  4  2  2  1  3  4  4  2  4  1;read;read;;;;AO05;;;;;AO05;AO05;;;AO03;;;;;;AO05;;;AO05;AO05;;;;;;AO05;;;;;AO01;;;AO05;;;;AO04;;;;;;;AO03;;;;AO04;;;;;;;AO05;;;AO05;;;;AO03;AO04;;AO03;AO04;AO03;AO05;Y;;;Y;446.51;27.55;;;;71.44;;;88.77;;43.91;;41.01;;45.79;;32.48;;41.13;;30.36;;;24.07;
593;24/01/2025 11:37;10;en;2090757849;24/01/2025 11:31;24/01/2025 11:37;Y;3;2;4;2;1;2;4;2;1;4;1;2;2;4;3;2;4;2;3;4;read;3  2  4  2  1  2  4  2  1  4  1  2  2  4  3  2  4  2  3  4;read;read;;;;;AO05;;;;AO04;;AO03;;;;;;;;AO04;;AO02;;AO04;;AO03;;;;AO03;;;AO01;;AO01;AO05;;;;;;;;;;;;;AO02;;;;;;AO04;;;;AO02;;;AO05;;;AO01;;;AO01;;AO01;AO04;AO04;AO05;Y;;;Y;361.82;24.48;;;;66.98;;;79.21;;42.04;;16.8;;42.53;;15.7;;28.27;;26.63;;;19.18;
594;24/01/2025 11:46;10;en;615498819;24/01/2025 11:31;24/01/2025 11:46;Y;2;1;1;1;1;2;4;1;1;4;3;4;1;2;2;1;3;2;2;1;read;2  1  1  1  1  2  4  1  1  4  3  4  1  2  2  1  3  2  2  1;read;read;;AO03;AO03;AO02;AO02;;;AO04;AO02;;;AO04;;;AO04;;;AO02;;;;;AO02;;;;;;;AO03;AO04;;;AO03;;;;;;;;;;;AO03;;;;;AO04;;;;;;;;AO02;;;AO02;;;;;;;;AO04;AO02;AO01;AO03;Y;Y;;;874.98;5.46;;;;182.63;;;91.81;;160.48;;342.3;;26.86;;6.77;;13.23;;24.26;;;21.18;
595;24/01/2025 11:40;10;en;1531794606;24/01/2025 11:31;24/01/2025 11:40;Y;4;4;3;1;2;2;3;2;2;1;1;2;3;3;2;1;4;4;2;4;read;4  4  3  1  2  2  3  2  2  1  1  2  3  3  2  1  4  4  2  4;read;read;;;;AO04;;;;;;AO05;AO05;;;;AO01;;;;;;;AO05;AO04;;AO03;AO05;;;;;AO01;;;;;;AO05;;;;AO02;;;;;AO03;AO01;;;;;AO04;AO05;;;;;;;;;;;;;;AO02;AO01;AO01;AO03;AO01;AO05;Y;;;Y;536.28;28.47;;;;123.34;;;117.58;;73.43;;35.29;;28.24;;41.32;;25.91;;41.09;;;21.61;
596;24/01/2025 11:37;10;en;2021816783;24/01/2025 11:32;24/01/2025 11:37;Y;2;2;2;1;1;1;1;3;4;1;4;3;2;3;4;1;3;2;2;2;read;2  2  2  1  1  1  1  3  4  1  4  3  2  3  4  1  3  2  2  2;read;read;;;;AO04;AO04;AO04;AO02;;;AO04;;;;;AO03;;;AO04;AO04;AO04;;;;;;;;;AO03;;;;;AO04;;;;;;;;AO04;;;;;AO04;;;AO02;;;;;;;;;;AO05;;AO05;;;AO02;;;;AO02;AO04;AO03;AO02;Y;Y;;Y;332.48;9.28;;;;66.44;;;70.65;;40.42;;39.42;;29.23;;18.66;;15.6;;29.94;;;12.84;
